filename	ns	tau	cov	pr	rc	f	wcov	wpr	wrc	wf	mi	ru	s
pred_blast2go.tsv	biological_process	0.03100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.03900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.04900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.05900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.06900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.07900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.08900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.09900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.10900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.11900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.12900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.13900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.14900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.15900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.16900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17100	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17200	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17300	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17400	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17500	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17600	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17700	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17800	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.17900	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
pred_blast2go.tsv	biological_process	0.18000	0.60507	0.91208	0.43079	0.58519	0.60507	0.90707	0.41420	0.56871	1.34495	11.62208	11.69964
